RA,ano_nascimento,idade_atual,genero,faixa_etaria,ano_ingresso,status,instituicao_ensino,fase_2022,fase_2023,fase_2024,pedra_2022,pedra_2023,pedra_2024,inde_2022,inde_2023,inde_2024,inde_media,classificacao_geral_2022,classificacao_geral_2023,classificacao_geral_2024,classificacao_geral_media,autoavaliacao_2022,autoavaliacao_2023,autoavaliacao_2024,autoavaliacao_media,engajamento_2022,engajamento_2023,engajamento_2024,engajamento_media,psicossocial_2022,psicossocial_2023,psicossocial_2024,psicossocial_media,aprendizagem_2022,aprendizagem_2023,aprendizagem_2024,aprendizagem_media,matematica_2022,matematica_2023,matematica_2024,matematica_media,portugues_2022,portugues_2023,portugues_2024,portugues_media,ingles_2022,ingles_2023,ingles_2024,ingles_media,adequacao_nivel_2022,adequacao_nivel_2023,adequacao_nivel_2024,adequacao_nivel_media,fase_ideal_2022,fase_ideal_2023,fase_ideal_2024
RA-306,2008,17,Feminino,16-17 anos,2021,Veterano,Escola Pública | Pública,3.0,4.0,5.0,Ágata,Quartzo,Agata,6.427,5.732375,6.1661539474,6.108509649133334,656.0,,,656.0,8.3,0.0,7.917,5.405666666666666,6.8,7.9,7.699561403666666,7.466520467888889,7.5,6.26,7.51,7.09,5.2,4.0,2.8333333333333335,4.011111111111111,4.7,4.7,3.5,4.3,5.8,4.5,1.5,3.9333333333333336,5.0,2.8,3.5,3.766666666666667,5.0,5.0,5.0,5.0,Fase 4 (9º ano),Fase 5 (1° EM),Fase 6 (2° EM)
RA-307,2008,17,Masculino,16-17 anos,2022,Veterano,Escola Pública | Pública,3.0,3.0,,Quartzo,Agata,,4.733,6.047333333,,6.047333333,838.0,,,838.0,5.4,0.0,,0.0,4.5,6.5,,6.5,7.5,7.52,,7.52,2.5,6.3,,6.3,5.0,6.3,,6.3,0.0,7.3,,7.3,,5.2,,5.2,5.0,5.0,,5.0,Fase 4 (9º ano),Fase 5 (1° EM),
RA-308,2009,16,Masculino,16-17 anos,2021,Veterano,Escola Pública | Pública,3.0,4.0,5.0,Ágata,Agata,Ametista,6.93,6.578558333,7.489282456133334,6.999280263044445,514.0,,,514.0,7.9,5.4,7.083,6.794333333333334,7.4,6.8,8.714912280666667,7.638304093555555,6.9,5.0,5.635,5.845,5.0,4.9,6.5,5.466666666666666,6.7,4.7,5.5,5.633333333333333,5.5,5.2,7.0,5.8999999999999995,2.8,4.7,7.0,4.833333333333333,10.0,10.0,10.0,10.0,Fase 3 (7º e 8º ano),Fase 4 (9° ano),Fase 4 (9° ano)
RA-309,2008,17,Feminino,16-17 anos,2022,Veterano,Escola Pública,3.0,,,Ágata,,,6.151,,,6.151,702.0,,,702.0,9.2,,,9.2,5.2,,,5.2,7.5,,,7.5,6.5,,,6.5,7.0,,,7.0,6.0,,,6.0,,,,,5.0,,,5.0,Fase 4 (9º ano),,
RA-310,2007,18,Feminino,18+ anos,2022,Veterano,Escola Pública,3.0,,,Ágata,,,6.4,,,6.4,662.0,,,662.0,7.9,,,7.9,7.5,,,7.5,7.5,,,7.5,4.5,,,4.5,3.7,,,3.7,3.8,,,3.8,6.0,,,6.0,5.0,,,5.0,Fase 5 (1º EM),,
RA-311,2006,19,Feminino,18+ anos,2022,Veterano,Escola Pública,3.0,,,Quartzo,,,5.652,,,5.652,771.0,,,771.0,7.9,,,7.9,5.6,,,5.6,5.0,,,5.0,5.2,,,5.2,5.0,,,5.0,6.2,,,6.2,4.3,,,4.3,2.5,,,2.5,Fase 6 (2º EM),,
RA-312,2009,16,Feminino,16-17 anos,2022,Veterano,Escola Pública,3.0,,,Ametista,,,7.339,,,7.339,378.0,,,378.0,9.6,,,9.6,8.1,,,8.1,7.5,,,7.5,5.2,,,5.2,6.0,,,6.0,4.5,,,4.5,5.0,,,5.0,10.0,,,10.0,Fase 3 (7º e 8º ano),,
RA-313,2008,17,Feminino,16-17 anos,2022,Veterano,Escola Pública | Pública,3.0,4.0,4.0,Quartzo,Ametista,Ametista,5.8,7.011091667,7.2528500000000005,6.687980555666667,750.0,,,750.0,7.5,9.2,8.751,8.483666666666666,7.0,8.7,9.666666666666666,8.455555555555556,5.0,2.52,5.63,4.383333333333333,4.1,3.9,4.833333333333333,4.277777777777778,4.7,4.0,1.0,3.233333333333333,5.0,2.8,8.0,5.266666666666667,2.5,5.0,5.5,4.333333333333333,5.0,10.0,5.0,6.666666666666667,Fase 4 (9º ano),Fase 4 (9° ano),Fase 5 (1° EM)
RA-314,2009,16,Feminino,16-17 anos,2022,Veterano,Escola Pública,3.0,,,Ágata,,,6.1,,,6.1,708.0,,,708.0,5.4,,,5.4,5.4,,,5.4,5.0,,,5.0,5.3,,,5.3,4.3,,,4.3,3.3,,,3.3,8.3,,,8.3,10.0,,,10.0,Fase 3 (7º e 8º ano),,
RA-315,2009,16,Feminino,16-17 anos,2022,Veterano,Escola Pública | Pública,3.0,3.0,4.0,Quartzo,Quartzo,Agata,5.672,5.977708333,6.0768703704,5.9088595678,764.0,,,764.0,6.7,0.0,0.0,2.2333333333333334,5.1,6.8,5.918518518666667,5.939506172888888,7.5,5.0,7.51,6.669999999999999,3.0,6.3,6.833333333333333,5.377777777777777,3.0,5.7,6.5,5.066666666666666,4.2,6.8,6.5,5.833333333333333,1.8,6.3,7.5,5.2,10.0,5.0,5.0,6.666666666666667,Fase 3 (7º e 8º ano),Fase 4 (9° ano),Fase 5 (1° EM)
RA-316,2008,17,Feminino,16-17 anos,2022,Veterano,Escola Pública | Pública | Privada - Programa de Apadrinhamento,3.0,4.0,5.0,Ametista,Topázio,Topázio,7.889,8.436908333,8.708925,8.344944444333334,174.0,,,174.0,10.0,10.0,9.168,9.722666666666667,10.0,9.5,10.0,9.833333333333334,6.9,7.52,7.51,7.31,6.1,5.7,8.0,6.6000000000000005,7.0,6.3,8.5,7.266666666666667,6.5,5.7,7.0,6.3999999999999995,4.7,5.0,8.5,6.066666666666666,5.0,10.0,10.0,8.333333333333334,Fase 4 (9º ano),Fase 4 (9° ano),Fase 5 (1° EM)
RA-317,2009,16,Menino,16-17 anos,2021,Veterano,Escola Pública,3.0,,,Ametista,,,7.04,,,7.04,474.0,,,474.0,8.8,,,8.8,5.6,,,5.6,7.5,,,7.5,6.8,,,6.8,4.7,,,4.7,5.7,,,5.7,10.0,,,10.0,10.0,,,10.0,Fase 3 (7º e 8º ano),,
RA-318,2008,17,Feminino,16-17 anos,2021,Veterano,Escola Pública | Pública,3.0,4.0,5.0,Ágata,Agata,Ametista,6.527,6.856575,7.025000925866668,6.802858641955556,640.0,,,640.0,8.3,7.9,7.917,8.039000000000001,6.9,8.1,9.129629629666667,8.043209876555556,6.9,6.26,7.51,6.890000000000001,5.8,4.9,4.666666666666667,5.122222222222223,4.3,5.0,2.0,3.766666666666667,5.8,5.0,6.0,5.6000000000000005,7.3,4.7,6.0,6.0,5.0,5.0,5.0,5.0,Fase 4 (9º ano),Fase 5 (1° EM),Fase 6 (2° EM)
RA-319,2009,16,Masculino,16-17 anos,2022,Veterano,Escola Pública | Concluiu o 3º EM | Pública,3.0,4.0,5.0,Ametista,Topázio,Ametista,7.448,8.367208333,7.948699561466667,7.9213026314888895,336.0,,,336.0,9.2,9.6,9.585,9.461666666666666,7.7,9.2,9.024122807,8.641374268999998,7.5,5.0,7.51,6.669999999999999,5.2,7.2,5.833333333333333,6.077777777777778,6.3,5.7,4.0,5.333333333333333,4.3,5.8,5.0,5.033333333333333,5.0,10.0,8.5,7.833333333333333,10.0,10.0,10.0,10.0,Fase 3 (7º e 8º ano),Fase 4 (9° ano),Fase 5 (1° EM)
RA-320,2008,17,Feminino,16-17 anos,2022,Veterano,Escola Pública | Pública | Privada - Programa de Apadrinhamento,3.0,4.0,5.0,Ametista,Topázio,Topázio,7.897,8.393508333,8.442258333333335,8.244255555444445,170.0,,,170.0,8.8,9.2,9.168,9.056,10.0,9.9,10.0,9.966666666666667,6.9,7.52,7.51,7.31,6.4,5.5,6.666666666666667,6.188888888888889,7.3,5.7,7.5,6.833333333333333,6.3,6.0,5.5,5.933333333333334,5.7,4.7,7.0,5.8,5.0,10.0,10.0,8.333333333333334,Fase 4 (9º ano),Fase 4 (9° ano),Fase 5 (1° EM)
RA-321,2010,15,Feminino,13-15 anos,2022,Veterano,Escola Pública | Pública,3.0,4.0,5.0,Ametista,Ametista,Topázio,7.792,7.695233333,8.125807932933334,7.871013755311111,202.0,,,202.0,9.2,8.3,7.917,8.472333333333333,9.1,9.4,9.534706331,9.344902110333335,5.6,2.52,6.26,4.793333333333333,5.2,6.2,7.166666666666667,6.188888888888889,5.7,6.0,6.0,5.8999999999999995,6.2,5.8,6.0,6.0,3.7,6.7,9.5,6.633333333333333,10.0,10.0,10.0,10.0,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),Fase 4 (9° ano)
RA-322,2009,16,Feminino,16-17 anos,2022,Veterano,Escola Pública | Pública,3.0,4.0,,Ágata,Ametista,,6.859,7.037808333,,7.037808333,536.0,,,536.0,7.1,6.7,,6.7,8.1,8.3,,8.3,5.0,2.52,,2.52,4.7,5.3,,5.3,4.3,4.0,,4.0,5.7,5.5,,5.5,4.0,6.3,,6.3,10.0,10.0,,10.0,Fase 3 (7º e 8º ano),Fase 4 (9° ano),
RA-323,2009,16,Menino,16-17 anos,2022,Veterano,Escola Pública,3.0,,,Ágata,,,6.86,,,6.86,535.0,,,535.0,9.2,,,9.2,7.3,,,7.3,7.5,,,7.5,3.4,,,3.4,7.3,,,7.3,2.5,,,2.5,0.5,,,0.5,10.0,,,10.0,Fase 3 (7º e 8º ano),,
RA-324,2012,13,Feminino,13-15 anos,2022,Veterano,Escola Pública | Pública,2.0,2.0,,Topázio,Ametista,,8.27,7.6354,,7.6354,66.0,,,66.0,10.0,5.8,,5.8,9.3,9.0,,9.0,6.9,2.52,,2.52,6.8,8.4,,8.4,6.3,8.0,,8.0,7.2,8.7,,8.7,,,,,10.0,10.0,,10.0,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),
RA-325,2012,13,Masculino,13-15 anos,2022,Veterano,Escola Pública | Pública,2.0,2.0,3.0,Ametista,Agata,Topázio,7.619,6.243,8.385133333233336,7.415711111077779,265.0,,,265.0,9.5,0.0,9.168,6.222666666666666,6.8,7.1,9.866666666666667,7.922222222222222,7.5,5.0,7.51,6.669999999999999,6.0,5.6,7.0,6.2,6.0,3.8,7.0,5.6000000000000005,6.0,7.3,5.5,6.266666666666667,,,8.5,8.5,10.0,10.0,10.0,10.0,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano)
RA-326,2010,15,Feminino,13-15 anos,2022,Veterano,Escola Pública | Privada,2.0,3.0,4.0,Topázio,Topázio,Topázio,8.22,8.65075,8.832389092333335,8.56771303077778,80.0,,,80.0,10.0,9.6,9.168,9.589333333333334,9.7,9.4,8.973112128333334,9.357704042777778,5.0,3.14,6.26,4.8,9.0,8.2,9.333333333333334,8.844444444444443,8.7,8.3,10.0,9.0,9.3,7.5,9.0,8.6,,8.8,9.0,9.0,5.0,10.0,10.0,8.333333333333334,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano)
RA-327,2011,14,Menino,13-15 anos,2021,Veterano,Escola Pública,2.0,,,Ágata,,,6.986,,,6.986,491.0,,,491.0,8.5,,,8.5,8.8,,,8.8,7.5,,,7.5,2.8,,,2.8,2.3,,,2.3,3.2,,,3.2,,,,,10.0,,,10.0,Fase 2 (5º e 6º ano),,
RA-328,2010,15,Menino,13-15 anos,2020,Veterano,Escola Pública,2.0,,,Ágata,,,6.823,,,6.823,548.0,,,548.0,10.0,,,10.0,7.0,,,7.0,7.5,,,7.5,5.3,,,5.3,4.0,,,4.0,6.5,,,6.5,,,,,5.0,,,5.0,Fase 3 (7º e 8º ano),,
RA-329,2011,14,Menino,13-15 anos,2019,Veterano,Escola Pública,2.0,,,Ágata,,,6.313,,,6.313,683.0,,,683.0,7.4,,,7.4,6.9,,,6.9,4.4,,,4.4,5.0,,,5.0,3.0,,,3.0,7.0,,,7.0,,,,,10.0,,,10.0,Fase 2 (5º e 6º ano),,
RA-330,2008,17,Feminino,16-17 anos,2018,Veterano,Escola Pública | Pública,2.0,3.0,,Ágata,Agata,,6.446,6.084875,,6.084875,651.0,,,651.0,9.5,9.6,,9.6,8.8,7.2,,7.2,7.5,6.89,,6.89,2.5,3.3,,3.3,2.3,3.8,,3.8,2.7,3.8,,3.8,,2.3,,2.3,5.0,5.0,,5.0,Fase 4 (9º ano),Fase 5 (1° EM),
RA-331,2010,15,Feminino,13-15 anos,2021,Veterano,Escola Pública | Pública,2.0,3.0,3.0,Ágata,Ametista,Agata,6.636,7.039791667,6.231045707066668,6.635612458022223,613.0,,,613.0,9.0,9.6,8.751,9.116999999999999,8.7,8.6,7.735353535333334,8.34511784511111,7.5,2.52,8.755,6.258333333333333,3.7,5.2,3.5,4.133333333333334,2.3,5.7,4.0,4.0,5.0,4.8,3.5,4.433333333333334,,5.2,3.0,3.0,5.0,10.0,5.0,6.666666666666667,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),Fase 4 (9° ano)
RA-332,2009,16,Masculino,16-17 anos,2021,Veterano,Rede Decisão | Privada - Programa de Apadrinhamento,2.0,3.0,4.0,Ametista,Topázio,Topázio,7.883,8.002591667,8.421271701,8.102287789333333,176.0,,,176.0,9.5,9.2,9.585,9.428333333333333,9.0,8.4,7.605358505000001,8.335119501666666,8.1,8.76,9.38,8.746666666666668,7.5,6.8,7.0,7.1000000000000005,7.5,6.3,7.0,6.933333333333334,7.5,7.7,7.0,7.3999999999999995,,6.5,7.0,7.0,5.0,5.0,10.0,6.666666666666667,Fase 3 (7º e 8º ano),Fase 4 (9° ano),Fase 3 (7° e 8° ano)
RA-333,2008,17,Menino,16-17 anos,2018,Veterano,Escola JP II,2.0,,,Quartzo,,,5.249,,,5.249,807.0,,,807.0,8.0,,,8.0,5.8,,,5.8,3.8,,,3.8,2.9,,,2.9,0.2,,,0.2,5.7,,,5.7,,,,,5.0,,,5.0,Fase 4 (9º ano),,
RA-334,2011,14,Feminino,13-15 anos,2019,Veterano,Rede Decisão,2.0,,,Ametista,,,7.961,,,7.961,151.0,,,151.0,6.9,,,6.9,9.2,,,9.2,4.4,,,4.4,8.0,,,8.0,7.0,,,7.0,9.0,,,9.0,,,,,10.0,,,10.0,Fase 2 (5º e 6º ano),,
RA-335,2012,13,Menino,13-15 anos,2022,Veterano,Escola Pública,2.0,,,Ametista,,,7.902,,,7.902,168.0,,,168.0,9.5,,,9.5,9.4,,,9.4,7.5,,,7.5,7.4,,,7.4,5.8,,,5.8,9.0,,,9.0,,,,,10.0,,,10.0,Fase 2 (5º e 6º ano),,
RA-336,2009,16,Masculino,16-17 anos,2021,Veterano,Escola Pública | Pública,2.0,3.0,4.0,Ágata,Quartzo,Agata,6.787,5.887708333,6.834286748466667,6.502998360488888,560.0,,,560.0,9.5,0.0,7.5,5.666666666666667,8.5,7.5,5.512100409000001,7.170700136333334,4.4,6.89,6.26,5.849999999999999,5.1,5.1,5.833333333333333,5.344444444444444,4.5,6.7,6.0,5.733333333333333,5.7,5.2,6.5,5.8,,3.3,5.0,5.0,5.0,5.0,10.0,6.666666666666667,Fase 3 (7º e 8º ano),Fase 4 (9° ano),Fase 4 (9° ano)
RA-337,2011,14,Menino,13-15 anos,2022,Veterano,Escola Pública,2.0,,,Ametista,,,7.914,,,7.914,163.0,,,163.0,10.0,,,10.0,9.3,,,9.3,7.5,,,7.5,5.8,,,5.8,7.5,,,7.5,4.0,,,4.0,,,,,10.0,,,10.0,Fase 2 (5º e 6º ano),,
RA-338,2010,15,Masculino,13-15 anos,2021,Veterano,Escola Pública | Pública,2.0,3.0,4.0,Ágata,Topázio,Topázio,6.837,8.287441667,8.052795331466667,7.725745666155556,544.0,,,544.0,8.5,8.3,9.168,8.656,7.3,9.1,7.441643324,7.947214441333333,7.5,7.52,7.51,7.510000000000001,5.8,6.7,6.833333333333333,6.444444444444444,5.3,8.7,5.0,6.333333333333333,6.2,7.0,8.0,7.066666666666666,,4.5,7.5,7.5,5.0,10.0,10.0,8.333333333333334,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),Fase 4 (9° ano)
RA-339,2011,14,Feminino,13-15 anos,2021,Veterano,Escola Pública | Pública,2.0,3.0,4.0,Topázio,Ametista,Ametista,8.488,7.377583333,7.711540746133334,7.859041359711111,36.0,,,36.0,6.9,0.0,7.5,4.8,9.9,8.9,7.155537064000001,8.651845688,7.5,7.52,5.635,6.885000000000001,8.1,7.1,8.166666666666666,7.788888888888889,7.1,7.7,8.0,7.6000000000000005,9.2,5.7,7.0,7.3,,7.8,9.5,9.5,10.0,10.0,10.0,10.0,Fase 2 (5º e 6º ano),Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano)
RA-340,2011,14,Masculino,13-15 anos,2021,Veterano,Escola Pública | Pública,2.0,2.0,3.0,Ametista,Ametista,Agata,7.721,7.059666667,6.715437329466668,7.165367998822223,229.0,,,229.0,9.0,0.0,7.917,5.639,8.2,9.6,6.585769980666666,8.128589993555554,7.5,2.52,7.51,5.843333333333334,6.5,8.9,5.166666666666667,6.855555555555555,6.0,9.0,6.0,7.0,7.0,8.7,7.0,7.566666666666666,,,2.5,2.5,10.0,5.0,10.0,8.333333333333334,Fase 2 (5º e 6º ano),Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano)
RA-341,2010,15,Menino,13-15 anos,2022,Veterano,Escola Pública,2.0,,,Ágata,,,6.854,,,6.854,537.0,,,537.0,8.0,,,8.0,7.7,,,7.7,7.5,,,7.5,5.8,,,5.8,5.0,,,5.0,6.5,,,6.5,,,,,5.0,,,5.0,Fase 3 (7º e 8º ano),,
RA-342,2008,17,Feminino,16-17 anos,2021,Veterano,Escola Pública | Pública,2.0,3.0,4.0,Ágata,Ametista,Agata,6.941,7.539875,6.757026587266667,7.07930052908889,511.0,,,511.0,9.0,7.5,8.751,8.417,6.7,8.6,7.728174603333334,7.676058201111111,7.5,7.52,6.26,7.093333333333334,6.6,6.6,4.5,5.8999999999999995,5.5,6.3,6.5,6.1000000000000005,7.7,7.8,7.0,7.5,,5.7,0.0,0.0,5.0,5.0,5.0,5.0,Fase 4 (9º ano),Fase 5 (1° EM),Fase 5 (1° EM)
RA-343,2008,17,Masculino,16-17 anos,2020,Veterano,Escola Pública | Pública,2.0,3.0,,Ágata,Agata,,6.9,6.779591667,,6.779591667,525.0,,,525.0,9.5,9.2,,9.2,7.4,7.2,,7.2,7.5,6.26,,6.26,5.9,5.7,,5.7,4.2,4.5,,4.5,7.7,6.7,,6.7,,6.0,,6.0,5.0,5.0,,5.0,Fase 4 (9º ano),Fase 5 (1° EM),
RA-344,2011,14,Menino,13-15 anos,2019,Veterano,Escola Pública,2.0,,,Ametista,,,7.263,,,7.263,409.0,,,409.0,8.5,,,8.5,8.3,,,8.3,7.5,,,7.5,4.5,,,4.5,2.3,,,2.3,6.7,,,6.7,,,,,10.0,,,10.0,Fase 2 (5º e 6º ano),,
RA-345,2009,16,Masculino,16-17 anos,2021,Veterano,Escola Pública | Pública,2.0,3.0,,Quartzo,Agata,,5.75,6.534766667,,6.534766667,754.0,,,754.0,9.5,8.8,,8.8,5.4,6.8,,6.8,5.6,6.26,,6.26,3.6,4.6,,4.6,1.3,5.7,,5.7,5.8,5.7,,5.7,,2.5,,2.5,5.0,5.0,,5.0,Fase 3 (7º e 8º ano),Fase 4 (9° ano),
RA-346,2012,13,Masculino,13-15 anos,2022,Veterano,Escola Pública | Pública,2.0,3.0,3.0,Topázio,Ametista,Ametista,8.143,7.305541667,7.761749603200001,7.7367637567333345,102.0,,,102.0,10.0,0.0,10.002,6.6673333333333344,9.1,9.4,9.149206349333333,9.216402116444444,7.5,8.14,2.51,6.05,7.0,6.2,6.166666666666667,6.455555555555556,6.0,6.7,6.0,6.233333333333333,8.0,5.5,4.5,6.0,,6.5,8.0,8.0,10.0,10.0,10.0,10.0,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano)
RA-347,2010,15,Feminino,13-15 anos,2021,Veterano,Escola Pública | Pública,2.0,3.0,4.0,Ametista,Ametista,Topázio,7.908,7.61835,8.384742583733333,7.970364194577779,167.0,,,167.0,9.0,6.7,8.751,8.150333333333334,10.0,9.5,9.673046251999999,9.724348750666666,5.6,2.52,6.885,5.001666666666666,8.5,7.3,7.666666666666667,7.822222222222223,8.5,6.7,6.5,7.233333333333333,8.5,6.2,7.5,7.3999999999999995,,9.0,9.0,9.0,5.0,10.0,10.0,8.333333333333334,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano)
RA-348,2010,15,Masculino,13-15 anos,2022,Veterano,Escola Pública | Pública,2.0,2.0,,Quartzo,Agata,,5.864,6.817866667,,6.817866667,741.0,,,741.0,9.0,10.0,,10.0,8.7,8.7,,8.7,7.5,2.52,,2.52,1.8,4.4,,4.4,0.5,2.0,,2.0,3.0,6.7,,6.7,,,,,5.0,5.0,,5.0,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),
RA-349,2010,15,Menino,13-15 anos,2021,Veterano,Escola Pública,2.0,,,Quartzo,,,5.658,,,5.658,770.0,,,770.0,9.5,,,9.5,7.7,,,7.7,7.5,,,7.5,3.7,,,3.7,2.2,,,2.2,5.2,,,5.2,,,,,5.0,,,5.0,Fase 3 (7º e 8º ano),,
RA-350,2011,14,Feminino,13-15 anos,2022,Veterano,Escola Pública | Pública,2.0,2.0,,Topázio,Ametista,,8.206,7.972033333,,7.972033333,84.0,,,84.0,10.0,10.0,,10.0,8.8,9.7,,9.7,7.5,2.52,,2.52,6.5,9.0,,9.0,7.0,8.8,,8.8,6.0,9.2,,9.2,,,,,10.0,5.0,,5.0,Fase 2 (5º e 6º ano),Fase 3 (7° e 8° ano),
RA-351,2008,17,Menino,16-17 anos,2022,Veterano,Escola Pública,2.0,,,Ágata,,,6.622,,,6.622,618.0,,,618.0,9.0,,,9.0,7.2,,,7.2,7.5,,,7.5,4.0,,,4.0,3.2,,,3.2,4.8,,,4.8,,,,,5.0,,,5.0,Fase 4 (9º ano),,
RA-352,2011,14,Masculino,13-15 anos,2021,Veterano,Escola Pública | Pública,2.0,3.0,4.0,Ametista,Ametista,Quartzo,7.834,7.840341667,5.9794829346,7.217941533866667,191.0,,,191.0,9.0,9.2,8.334,8.844666666666667,8.1,8.1,4.453748006333333,6.884582668777777,5.6,6.26,6.26,6.039999999999999,7.0,7.2,3.1666666666666665,5.788888888888889,7.3,8.2,2.0,5.833333333333333,6.7,6.0,5.5,6.066666666666666,,7.5,2.0,2.0,10.0,10.0,10.0,10.0,Fase 2 (5º e 6º ano),Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano)
RA-353,2011,14,Feminino,13-15 anos,2022,Veterano,Escola Pública | Pública,2.0,3.0,,Topázio,Topázio,,8.264,8.309016667,,8.309016667,69.0,,,69.0,7.0,8.8,,8.8,10.0,9.9,,9.9,7.5,2.52,,2.52,7.5,8.4,,8.4,8.0,8.5,,8.5,7.0,7.3,,7.3,,9.5,,9.5,10.0,10.0,,10.0,Fase 2 (5º e 6º ano),Fase 3 (7° e 8° ano),
RA-354,2009,16,Feminino,16-17 anos,2018,Veterano,Escola Pública,2.0,,,Quartzo,,,5.858,,,5.858,742.0,,,742.0,8.5,,,8.5,4.3,,,4.3,7.5,,,7.5,4.5,,,4.5,2.8,,,2.8,6.2,,,6.2,,,,,5.0,,,5.0,Fase 3 (7º e 8º ano),,
RA-355,2010,15,Feminino,13-15 anos,2018,Veterano,Escola Pública,2.0,,,Quartzo,,,5.379,,,5.379,796.0,,,796.0,5.8,,,5.8,5.0,,,5.0,7.5,,,7.5,4.5,,,4.5,5.5,,,5.5,3.5,,,3.5,,,,,5.0,,,5.0,Fase 3 (7º e 8º ano),,
RA-356,2010,15,Masculino,13-15 anos,2021,Veterano,Escola Pública | Pública,2.0,3.0,4.0,Ágata,Agata,Agata,6.69,6.452008333,6.627336016533334,6.589781449844445,591.0,,,591.0,10.0,9.2,8.334,9.177999999999999,8.4,8.5,6.656346749333334,7.852115583111111,5.0,2.52,5.635,4.385,4.6,3.4,5.333333333333333,4.444444444444444,5.3,4.3,1.0,3.533333333333333,3.8,4.5,7.0,5.1000000000000005,,1.3,8.0,8.0,5.0,10.0,10.0,8.333333333333334,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano)
RA-357,2010,15,Masculino,13-15 anos,2022,Veterano,Escola Pública | Pública,2.0,2.0,3.0,Ametista,Topázio,Ametista,7.836,8.2832,7.731569404200001,7.950256468066667,190.0,,,190.0,8.0,8.5,8.751,8.417,9.6,9.6,9.028180354333333,9.409393451444444,7.5,7.52,8.135,7.718333333333334,8.5,8.7,7.666666666666667,8.28888888888889,10.0,8.7,8.5,9.066666666666666,7.0,8.7,7.0,7.566666666666666,,,7.5,7.5,5.0,5.0,5.0,5.0,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),Fase 4 (9° ano)
RA-358,2009,16,Menino,16-17 anos,2022,Veterano,Escola Pública,2.0,,,Quartzo,,,5.412,,,5.412,795.0,,,795.0,7.5,,,7.5,6.5,,,6.5,7.5,,,7.5,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,5.0,,,5.0,Fase 3 (7º e 8º ano),,
RA-359,2010,15,Feminino,13-15 anos,2021,Veterano,Escola Pública | Pública,2.0,3.0,4.0,Ágata,Ametista,Ametista,6.606,7.627125,7.492006349133335,7.241710449711111,625.0,,,625.0,9.0,9.6,9.168,9.256,7.0,9.2,7.162698412666667,7.787566137555555,7.5,2.52,6.26,5.426666666666667,4.6,5.8,5.5,5.3,3.3,6.0,4.0,4.433333333333334,5.8,6.7,4.5,5.666666666666667,,4.7,8.0,8.0,5.0,10.0,10.0,8.333333333333334,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano)
RA-360,2010,15,Feminino,13-15 anos,2021,Veterano,Escola Pública | Pública,2.0,3.0,3.0,Ametista,Quartzo,Agata,7.075,5.790875,6.293175689166667,6.386350229722222,463.0,,,463.0,9.5,0.0,8.334,5.9446666666666665,8.5,7.3,5.618045113,7.1393483710000005,7.5,2.52,5.0,5.006666666666667,5.2,4.3,5.833333333333333,5.111111111111111,4.7,5.3,4.0,4.666666666666667,5.7,4.8,6.0,5.5,,2.8,7.5,7.5,5.0,10.0,5.0,6.666666666666667,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),Fase 4 (9° ano)
RA-361,2009,16,Feminino,16-17 anos,2022,Veterano,Escola Pública,2.0,,,Ágata,,,6.731,,,6.731,576.0,,,576.0,7.9,,,7.9,9.2,,,9.2,6.3,,,6.3,5.0,,,5.0,4.0,,,4.0,6.0,,,6.0,,,,,5.0,,,5.0,Fase 3 (7º e 8º ano),,
RA-362,2010,15,Feminino,13-15 anos,2018,Veterano,Escola Pública | Pública,2.0,3.0,,Ametista,Agata,,7.413,6.392625,,6.392625,350.0,,,350.0,8.5,0.0,,0.0,7.9,7.5,,7.5,7.5,7.52,,7.52,7.9,5.1,,5.1,6.5,5.7,,5.7,9.3,6.8,,6.8,,2.8,,2.8,5.0,10.0,,10.0,Fase 3 (7º e 8º ano),Fase 3 (7° e 8° ano),
